Image; Model; Series; Yen Price; Release Date; Notes
MG_Rick_Dom_C.A._Custom.jpg;MS-09RS Rick-Dom (Char Custom);Mobile Suit Gundam (Novel);¥4,500;2003 January;Color variant of MG-021. Includes Char Aznable figurine.
N/A;RGC-83 GM Cannon II Conversion Parts;Mobile Suit Gundam 0083: Stardust Memory;¥14,800;2003 July;Resin-cast conversion kit for MG-024.
Mg-rx-78-4.jpg;RX-78-4 Gundam G04;Mobile Suit Gundam Side Story: Space, To the End of a Flash;¥2,800;2003 July;Features no inner frame. Includes booster equipment, Mega Beam Launcher, and Ruce Cassel figurine.
Mg-gogg.jpg;MSM-03 Gogg;Mobile Suit Gundam;¥3,500;2003 June;Features foldable arms for cruising mode. Includes Zeon pilot figurine.
Mg-ext-s.jpg;MSA-0011[Ext] Ex-S Gundam;Gundam Sentinel;¥8,000;2003 March;Parts variant of MG-055. Includes display base for Gundam and Core Fighter. Water slide decal sheet is sold separately as GD-21. Transforms via complex parts-forming.
Mg-zgok.jpg;MSM-07 Z'Gok;Mobile Suit Gundam;¥3,000;2003 May;Features option to use three-claw or four-claw hands. Includes Zeon pilot figurine.
N/A;MS-21C Dra-C Conversion Parts;Mobile Suit Gundam 0083: Stardust Memory;¥14,800;2003 November;Resin-cast conversion kit for MG-048.
Mg-msm-07s-ca.jpg;MSM-07S Z'Gok (Char Aznable Custom);Mobile Suit Gundam;¥3,000;2003 November;Color variant of MG-061. Includes Char Aznable figurine.
Mg-aile-strike.jpg;GAT-X105 Aile Strike Gundam;Mobile Suit Gundam SEED;¥3,800;2003 October;Includes Kira Yamato figurine and display base to replicate the ''Archangel'' launch pad. First MG kit from the Cosmic Era timeline.
N/A;GF13-001NH Kowloon Gundam Conversion Parts;Mobile Fighter G Gundam;¥13,800;2003 September;Resin-cast conversion kit for MG-047.
N/A;RX-77D Guncannon Mass Production Type Conversion Parts;Mobile Suit Gundam 0080: War in the Pocket;¥14,800;2004 April;Resin-cast conversion kit for MG-045.
Mg-rms-106.jpg;RMS-106 Hi-Zack;Mobile Suit Zeta Gundam;¥3,000;2004 August;Includes Beam Rifle, Heat Hawk, Beam Saber, Missile Pod, and Jerid Messa figurine. Water slide decal sheet is sold separately as GD-6.
N/A;RMS-179 GM II Conversion Parts;Mobile Suit Zeta Gundam;¥9,800;2004 August;Resin-cast conversion kit for MG-017.
Mg-rb79-ka.jpg;"RB-79 Mobile Pod Ball ""Ver.Ka""";Mobile Suit Gundam;¥2,000;2004 December;Includes two hangar personnel figurines.
Mg-rms-099-qb.jpg;RMS-099 Rick Dias (Quattro Vageena Custom) ;Mobile Suit Zeta Gundam;¥3,600;2004 December;Color variant of MG-070. Features parts to make different configurations for the rear skirt, backpack binders, and legs. Includes Quattro Bajeena figurine. Water slide decal sheet is sold separately as GD-11. K runner is not bagged.
N/A;RGM-79SP GM Sniper II Conversion Parts;Mobile Suit Gundam 0080: War in the Pocket;¥13,800;2004 February;Resin-cast conversion kit for MG-024.
Mg-amx-004mkii.jpg;AMX-004-3 Qubeley Mk-II;Mobile Suit Gundam ZZ;¥4,000;2004 February;Color variant of MG-041. Includes 1/20 and 1/100 scale Ple Two figures and custom decals designed by Pepper Shop.
N/A;MS-06FZ Zaku II FZ Conversion Parts;Mobile Suit Gundam 0080: War in the Pocket;¥13,800;2004 January;Resin-cast conversion kit for MG-048.
MG_Zeta_Gundam_Modeler's_Cup_Gold_Plating_Ver.jpg;MSZ-006 Zeta Gundam Gold Plating Version;Mobile Suit Zeta Gundam;N/A;2004 January;Modeler’s Cup 2004 exclusive gold chrome plated variant of MG-005. Offered as a prize in the contest.
N/A;RGM-79F Desert GM Conversion Parts;Mobile Suit Gundam Gihren's Greed;¥14,800;2004 July;Resin-cast conversion kit for MG-017.
Gundam_Freedom.jpeg;ZGMF-X10A Freedom Gundam;Mobile Suit Gundam SEED;¥3,800;2004 July;Includes display base and Kira Yamato figurine. Water slide decal sheet is sold separately as GD-3.
Mg-msn-02-perfect.jpg;MSN-02 Perfect Zeong;Plamo-Kyoshiro;¥10,000;2004 June;Parts variant of MG-051.
N/A;RGM-79 Powered GM Conversion Parts;Mobile Suit Gundam 0083: Stardust Memory;¥12,800;2004 March;Resin-cast conversion kit for MG-050.
Mg-wing-verka.jpg;"XXXG-01W Wing Gundam ""Ver.Ka""";Mobile Suit Gundam Wing;¥3,500;2004 March;Fully transformable kit. Includes Heero Yuy figurine. Water slide decal sheet is sold separately as GD-13. First MG kit from the After Colony timeline.
N/A;RGM-86R GM III Conversion Parts;Mobile Suit Gundam ZZ;¥14,800;2004 May;Resin-cast conversion kit for MG-017.
Mg-rms-099.jpg;RMS-099 Rick Dias;Mobile Suit Zeta Gundam;¥3,500;2004 May;Includes A.E.U.G. pilot figurine. Water slide decal sheet is sold separately as GD-11.
N/A;PF-78-1 Perfect Gundam (Katsumi Kawaguchi Produce Version);Plamo-Kyoshiro;N/A;2004 May;Color variant of MG-067. Originally announced at the 43rd Shizuoka Hobby Show 2004, with the prototype model on display at the event. Plans to release this model never went beyond this announcement.
Mg-zero-w-2.jpg;XXXG-00W0 Wing Gundam Zero;Mobile Suit Gundam Wing Endless Waltz;¥3,800;2004 October;Parts and color variant of MG-069. Includes adjustable display base.
MG_Aile_Strike_Gundam_Deactive_Mode.jpg;GAT-X105 Aile Strike Gundam Deactive Mode;Mobile Suit Gundam SEED;¥4,000;2004 October;Plamodel Radicon Fair 2004 exclusive color variant of MG-065.
N/A;RX-78GP04G Gundam GP04G Conversion Parts;Gundam Evolve: 04 – RX-78 GP03 Dendrobium;¥24,800;2004 September;Resin-cast conversion kit for MG-010.
Mg-strike-rouge.jpg;MBF-02 Strike Rouge;Mobile Suit Gundam SEED;¥4,000;2004 September;Color variant of MG-065. Includes 1/20 and 1/100 scale Cagalli Yula Athha figures.
Gunpla_MG_ltd_MS06FJ_OYW0079_box.jpg;"MS-06F/J Zaku II Ground Type Zaku II ""One Year War 0079"" Color Version";Mobile Suit Gundam: The One Year War;¥2,500;2005 April;Limited color variant of MG-003. Released to coincide with the release of PlayStation 2 game ''Mobile Suit Gundam: The One Year War''.
Gunpla_MG_ltd_MS07B_OYW0079_box.jpg;"MS-07B Gouf ""One Year War 0079"" Color Version";Mobile Suit Gundam: The One Year War;¥2,800;2005 April;Limited color variant of MG-032 without 1/20 scale Crowley Hamon figure. Released to coincide with the release of PlayStation 2 game ''Mobile Suit Gundam: The One Year War''.
Gunpla_MG_ltd_MS14S_OYW0079_box.jpg;"MS-14S Gelgoog ""One Year War 0079"" Color Version";Mobile Suit Gundam: The One Year War;¥3,000;2005 April;Limited color variant of MG-008. Released to coincide with the release of PlayStation 2 game ''Mobile Suit Gundam: The One Year War''.
Gunpla_MG_ltd_MS09_OYW0079_box.jpg;"MS-09 Dom ""One Year War 0079"" Color Version";Mobile Suit Gundam: The One Year War;¥4,000;2005 April;Limited color variant of MG-021 without 1/20 scale Ortega figure. Released to coincide with the release of PlayStation 2 game ''Mobile Suit Gundam: The One Year War''.
MG_Freedom_Gundam_Extra_Finish.jpg;ZGMF-X10A Freedom Gundam Extra Finish Version;Mobile Suit Gundam SEED;¥8,000;2005 August;Special metallic color variant of MG-072. Box art cover can be combined with NG SEED Destiny-10 into a mural.
MG_Wing_Gundam_Zero_Pearl_Mirror_Coating.jpg;XXXG-00W0 Wing Gundam Zero (Pearl Mirror Coating Version);New Mobile Report Gundam Wing: Endless Waltz;¥8,000;2005 August;Chara Hobby 2005 C3×HOBBY exclusive special coating variant of MG-075. The special coating consists of pearl coating on the wings and white armor parts, and metallic coating on other armor parts.
Master_Grade_Series_10th_Anniversary_Model.jpg;Gundam RX-78-2 Master Grade Series 10th Anniversary Model;Mobile Suit Gundam;¥3,500;2005 December;Asia exclusive color variant of MG-01. Includes water slide decal sheet. Released to commemorate the 10th anniversary of Master Grade.
MG_-_MSZ-006_-_Zeta_Gundam_-_Boxart.jpg;MSZ-006 Zeta Gundam Ver.2.0;Mobile Suit Zeta Gundam;¥5,000;2005 December;Redesign of MG-005 with improved articulation and proportions. Fully transformable kit. Includes Hyper Mega Launcher, Grenade Launcher packs, Fa Yuiry and hangar personnel figurines, and custom launchpad that links with MG-082's launchpad. Water slide decal sheet is sold separately as GD-20.
N/A;MS-06E Zaku Reconnaissance Type Conversion Parts;Mobile Suit Variations;¥19,800;2005 July;Resin-cast upgrade kit for MG-003.
MG_-_MSM-04_-_Acguy_-_Boxart.jpg;MSM-04 Acguy;Mobile Suit Gundam;¥4,000;2005 July;Includes effect parts for torpedoes and foot propellers, stub piece to replicate missing right arm in ''08th MS Team'', display base, and figurines of Akahana, Kikka, Katz, Letz and a Zeon diver. Water slide decal sheet is sold separately as GD-14.
Mg-rx-78-0079.jpg;RX-78-2 Gundam Ver.One Year War 0079;Mobile Suit Gundam: The One Year War;¥3,200;2005 March;Uses the I and J plate runners of MG-028. Includes Gundam Hammer and Amuro Ray figurine. Does not come with a Core Fighter unlike other MG RX-78-2 kits. Water slide decal sheet is sold separately as GD-4. First kit to include articulated hands with pegs and 3-finger parts that can be separated for additional articulation. Released to coincide with the release of PlayStation 2 game ''Mobile Suit Gundam: The One Year War'' and the 25th anniversary of Gunpla.
N/A;RMS-106 Hi-Zack;Mobile Suit Zeta Gundam;¥14,800;2005 May;Resin-cast accessory kit for MG-073.
Mg-rb79k.jpg;RB-79K Ball Type K;Mobile Suit Gundam: The 08th MS Team;¥2,400;2005 May;Parts and color variant of MG-076. Water slide decal sheet is sold separately as GD-9.
N/A;RGM-79 GM Ver.One Year War 0079 Conversion Parts;Mobile Suit Gundam;¥7,800;2005 November;Resin-cast conversion kit for MG-028.
Mg-rx-178.jpg;RX-178 Gundam Mk-II (A.E.U.G.) Ver.2.0;Mobile Suit Zeta Gundam;¥4,000;2005 October;Redesign of MG-014 with improved articulation and proportions. Includes custom launchpad, and figurines of Kamille Bidan and two hangar personnel. Water slide decal sheet is sold separately as GD-19. First MG Ver.2.0. Released to commemorate the 20th anniversary of ''Mobile Suit Zeta Gundam'' and the release of the theatrical compilation trilogy ''A New Translation''.
N/A;MSA-003 Nemo Conversion Parts;Mobile Suit Zeta Gundam;¥19,800;2005 September;Resin-cast conversion kit for MG-025.
Mg-msn-001-ballute.jpg;MSN-00100 Hyaku-Shiki + Ballute Pack;Mobile Suit Zeta Gundam;¥4,000;2005 September;Non-chrome plated variant of MG-037 with Ballute System.
Mg-rb-79sm.jpg;RB-79 Ball (Shark Mouth);Mobile Suit Gundam MS IGLOO;¥2,200;2006 August;Color variant of MG-076.
MG_Freedom_Gundam_Clear_Color_Ver.jpg;ZGMF-X10A Freedom Gundam Clear Color Version;Mobile Suit Gundam SEED;¥3,800;2006 August;Gunpla Expo 2006 exclusive clear color variant of MG-072.
MG_RX-78-2_Ver_One_Year_War_Extra_Finish_Ver.jpg;RX-78-2 Gundam Ver.One Year War 0079 Extra Finish Version;Mobile Suit Gundam: The One Year War;¥6,500;2006 August;Gunpla Expo 2006 exclusive metallic color variant of MG-078.
MG_Gyan_Extra_Finish_Ver.jpg;YMS-15 Gyan (Extra Finish Version);Mobile Suit Gundam;¥7,000;2006 August;Chara Hobby 2006 C3×HOBBY exclusive metallic color variant of MG-086.
N/A;MS-06S Zaku II Clear Ver.;Mobile Suit Gundam;N/A;2006 August;Modeler’s Cup 2006 exclusive clear variant of MG-002. Offered as a prize in the contest.
Mg-sf.jpg;ZGMF-X20A Strike Freedom Gundam;Mobile Suit Gundam SEED Destiny;¥4,800;2006 December;Includes display base, and Kira Yamato and Lacus Clyne figurines. Water slide decal sheet is sold separately as GD-31.
MGStrikeFreedom-FullBurst.jpg;ZGMF-X20A Strike Freedom Gundam Full Burst Mode;Mobile Suit Gundam SEED Destiny;¥7,000;2006 December;MG-093 with gold coated frame parts. Includes additional DRAGOON effect parts, an Action Base 1, and a poster.
MG_-_MSA-003_-_Nemo_-_Boxart.jpg;MSA-003 Nemo;Mobile Suit Zeta Gundam;¥2,800;2006 February;Includes A.E.U.G. pilot figurine.
N/A;RX-78-1 Gundam Ver.One Year War 0079 Conversion Parts;Mobile Suit Variations;¥4,800;2006 February;Resin-cast conversion kit for MG-028.
MG_-_F91_Gundam_F91_-_Boxart.jpg;F91 Gundam F91;Mobile Suit Gundam F91;¥3,200;2006 July;Includes Seabook Arno figurine, and XMA-01 Rafflesia display base with Iron Mask figurine. Water slide decal sheet is sold separately as GD-25. First MG kit to not include any polycaps.
N/A;RGC-80 GM Cannon Ver.One Year War 0079 Conversion Parts;Mobile Suit Variations;¥16,800;2006 June;Resin-cast conversion kit for MG-028.
Mg-rx-178t-ver2.jpg;RX-178 Gundam Mk-II (Titans) Ver.2.0;Mobile Suit Zeta Gundam;¥3,500;2006 March;Color variant of MG-082,  redesign of MG-015 with improved articulation and proportions. Includes Titans pilot figurine. Launchpad display and hangar personnel figurines not included.
YMS-15_Gyan_MG_boxart.jpg;YMS-15 Gyan;Mobile Suit Gundam;¥3,600;2006 May;Features LED light-up beam saber (requires one CR1220 watch battery). Includes non-LED beam saber, three hide bombs, effect parts for Needle Missiles, and one 1/20 and two 1/100 scale M'Quve figurines. Water slide decal sheet is sold separately as GD-26.
N/A;F90 Gundam F90;Mobile Suit Gundam F90;N/A;2006 May;Development announced at the 45th Shizuoka Hobby Show 2006, with a modified version of the original 1/100 Gundam 1990 Gundam F90 kit displayed as a prototype. Plans for this kit did not go beyond this announcement. A new MG kit was released in August 2019 as a P-Bandai exclusive after the release of MG-203.
Mg-f91-hm.jpg;F91 Gundam F91 (Harrison Madin Custom);Mobile Suit Crossbone Gundam;¥3,000;2006 November;Color variant of MG-087 with new right forearm armor,  without Rafflesia display stand. Includes Harrison Madin figurine.
Mg-rgm79-g-sniper.jpg;RGM-79[G] GM Sniper;Mobile Suit Gundam: The 08th MS Team;¥3,500;2006 November;Parts and color variant of MG-040. Includes camouflage net and Earth Federation pilot figurine.
Strike-iwsp-mg.jpg;GAT-X105 Strike Gundam + I.W.S.P.;Mobile Suit Gundam SEED MSV;¥4,200;2006 October;Parts and color variant of MG-065. Includes display base and Sven Cal Bayang figurine.
Mg-xm-x1.jpg;"XM-X1 Crossbone Gundam X1 ""Ver.Ka""";Mobile Suit Crossbone Gundam;¥3,500;2006 September;"Uses the F and G plate runners of MG-087. Includes transformable Core Fighter, Scissor Anchor, Anti Beam Coating Cloak, Tobia Arronax figurine, an extra ""Skull Heart"" chest piece, and extra back skirt parts to create XM-X1 Crossbone Gundam X1 Kai or XM-X1 Crossbone Gundam X1 Kai Kai. Water slide decal sheet is sold separately as GD-33."
N/A;RX-78-2 Gundam Kunio Okawara Illustration Image Color Version;Mobile Suit Gundam: The One Year War;N/A;2006 September;2006 Summer MG Gunpla Lottery Campaign exclusive color variant of MG-078, uses duplicate runners to achieve the proper color scheme. Offered as a prize in the campaign. Limited to 1,000 units.
Mg-ms-06j-ver2.jpg;MS-06J Zaku II Ver.2.0;Mobile Suit Gundam;¥3,500;2007 April;Redesign of MG-003 with improved articulation and proportions. Features a gear mechanism that moves the monoeye when the head is turned sideways and a swivel mechanism that moves the cockpit left or right. Utilizes an assembly system for the cables where the individual rings slide through a rod or spring. Includes Missile Pods and Zeon pilot figurine. Water slide decal sheet is sold separately as GD-40/59.
MG_Strike_Freedom_Gundam_Clear_Color.jpg;ZGMF-X20A Strike Freedom Gundam  Clear Color Version;Mobile Suit Gundam SEED Destiny;¥4,800;2007 April;Gunpla Expo 2007, 2008 & 2009 exclusive clear color variant of MG-093.
MG_-_SYSTEM_-99_(WD-M01)_-__Gundam_-_Boxart.jpg;WD-M01  Gundam; Gundam;¥3,800;2007 August;"Includes Rolan Cehack figurine, transformable Core Fighter, and a cow figurine to replicate scenes from the anime. ""Moonlight Butterfly"" effect parts are sold separately with P-Bandai exclusive accessory kit. First MG kit from the Correct Century timeline. Selected by poll to be the 100th MG released. First MG kit to have stencilled letters on the runners rather than embossed to aid identification."
MG_Char's_Z'Gok_Extra_Finish_Ver.jpg;MSM-07S Z'Gok (Extra Finish Version);Mobile Suit Gundam;¥5,500;2007 August;Chara Hobby 2007 C3×HOBBY exclusive metallic color variant of MG-066.
MG_Sazabi_Metallic_Coating_Version.jpg;MSN-04 Sazabi Metallic Coating Version;Mobile Suit Gundam: Char's Counterattack;¥14,000;2007 December;Special metallic color variant of MG-029. Includes water slide decal sheet. Released to commemorate the 20th anniversary of ''Char's Counterattack''.
Mg-rx-0-ka.jpg;"RX-0 Unicorn Gundam ""Ver.Ka""";Mobile Suit Gundam Unicorn (Novel);¥5,000;2007 December;Includes Banagher Links figurine. Beam Gatling Gun and Armed Armor DE were sold separately. Water slide decal sheet is sold separately as GD-44. Discontinued following the release of MG-131, but reissued in March 2018 alongside the release of MG-201.
Hi-nu_gundam_Boxart.jpg;RX-93-2 Hi- Gundam;Mobile Suit Gundam: Char's Counterattack - Beltorchika's Children;¥7,000;2007 February;Includes Amuro Ray figurine, a custom display base in the form of his personal insignia, and effect parts for the Fin Funnels. Water slide decal sheet is sold separately as GD-32.
N/A;MS-06F-2 Zaku II F2 (Clear Version);Mobile Suit Gundam 0083: Stardust Memory;N/A;2007 February;Modeler’s Cup 2007 exclusive clear variant of MG-048. Offered by ''Hobby Site'' as a prize in the contest.
N/A;MS-06F-2 Zaku II F2 (Blue Clear Version);Mobile Suit Gundam 0083: Stardust Memory;N/A;2007 February;Modeler’s Cup 2007 exclusive clear blue variant of MG-048. Offered by ''Dengeki Hobby Magazine'' as a prize in the contest.
N/A;MS-06F-2 Zaku II F2 (Red Clear Version);Mobile Suit Gundam 0083: Stardust Memory;N/A;2007 February;Modeler’s Cup 2007 exclusive clear red variant of MG-048. Offered by ''Hobby Japan'' as a prize in the contest.
Skullheart-fc-mg.jpg;XM-X1 Crossbone Gundam X-1 Full Cloth;Mobile Suit Crossbone Gundam: Steel 7;¥4,500;2007 January;Parts variant of MG-089.
MGRX-78-2GundamVerOYW-Anime.jpg;RX-78-2 Gundam Ver.One Year War 0079 Animation Color Version;Mobile Suit Gundam: The One Year War;¥3,200;2007 July;Anime-accurate color variant of MG-078. Includes additional decal sheet. Box and instruction manual reprinted in Ver.2.0 style format.
Mg-ms14s-ver2.jpg;MS-14S Gelgoog (Char Aznable Custom) Ver.2.0;Mobile Suit Gundam;¥4,500;2007 July;Redesign of MG-008 with improved articulation and proportions. Includes a 1/100 scale electric car, and figurines of Char Aznable and Lalah Sun to replicate a scene from Char and Sayla, episode 37. Water slide decal sheet is sold separately as GD-41.
Mg-strike-noir.jpg;GAT-X105E Strike Noir Gundam;Mobile Suit Gundam SEED C.E. 73: STARGAZER;¥4,500;2007 March;Uses the D and F plate runners of MG-065. Includes Sven Cal Bayang figurine. Water slide decal sheet is sold separately as GD-34.
